id_consulta,tipo_tarefa,pergunta,resposta,arquitetura,tempo_resposta_seg,ferramenta_esperada,ferramenta_usada,erro,timestamp_inicio,timestamp_fim,referencia_tipo,referencia_url_esperada,referencia_codigo_linha,referencia_letreiro,referencia_sentido_descricao,referencia_erro,referencia_observacao,referencia_timestamp_inicio,referencia_timestamp_fim,referencia_linha_resolvida,referencia_horarios_esperados,referencia_rota_tempo_total_min,referencia_rota_distancia_total_km,referencia_rota_qtd_baldeacoes,referencia_rota_linhas_utilizadas,referencia_rota_pontos_embarque,referencia_rota_pontos_desembarque,referencia_faq_pergunta,referencia_faq_resposta,referencia_faq_texto,referencia_faq_categoria,referencia_faq_similaridade_pergunta,referencia_faq_score,pef,acuracia,completude,delta_temporal_status_seg,delta_temporal_horarios_seg,delta_temporal_rotas_seg,delta_temporal_faq_seg,atualidade,qoi
F020,faq,O Bilhete Único é personalizado e de uso pessoal?,"Sim, o Bilhete Único é personalizado e de uso pessoal. Ele contém informações como nome, CPF e número do cartão, além de uma foto do usuário. O cartão é intransferível.",monoagente,2.0835,faq,faq,,2026-06-30T09:49:28.821061,2026-06-30T09:49:30.904525,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:28.821061,2026-06-30T09:49:28.821061,,,,,,,,,O Bilhete Único será personalizado?,"Parte das informações apresentadas no cadastrado será impressa no Bilhete Único como o nome, CPF e nº do cartão. O cartão será de uso pessoal e intransferível.","O Bilhete Único será personalizado?

Parte das informações apresentadas no cadastrado será impressa no Bilhete Único como o nome, CPF e nº do cartão. O cartão será de uso pessoal e intransferível.",BILHETE ÚNICO,1.0,1.0,1,1.0,1.0,,,,2.0835,1.0,1.000000
F021,faq,Quem pode adquirir e usar o Bilhete Único comum da SPTrans?,Qualquer pessoa acima de 6 anos que tenha RG e CPF próprios pode adquirir e usar o Bilhete Único comum da SPTrans. O cartão é de uso pessoal e intransferível.,monoagente,2.0002,faq,faq,,2026-06-30T09:49:30.905525,2026-06-30T09:49:32.905846,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:30.905525,2026-06-30T09:49:30.905525,,,,,,,,,Quem pode adquirir e usar o Bilhete Único?,Qualquer pessoa acima de 6 anos que tenha RG e CPF próprios. O cartão é de uso pessoal e intransferível.,"Quem pode adquirir e usar o Bilhete Único?

Qualquer pessoa acima de 6 anos que tenha RG e CPF próprios. O cartão é de uso pessoal e intransferível.",BILHETE ÚNICO,1.0,1.0,1,0.9722,1.0,,,,2.0003,1.0,0.990733
F022,faq,Como faço para adquirir um Bilhete Único da SPTrans?,"Para adquirir um Bilhete Único da SPTrans, você deve fazer o cadastro pelo site da SPTrans. Após preencher o cadastro, retire o cartão em um Posto de Atendimento da SPTrans, que funcionam diariamente das 06h às 22h. É necessário apresentar um documento de identidade em boas condições para identificação, preferencialmente com menos de 10 anos de emissão.",monoagente,2.5772,faq,faq,,2026-06-30T09:49:32.905846,2026-06-30T09:49:35.483762,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:32.905846,2026-06-30T09:49:32.905846,,,,,,,,,Como faço para adquirir um Bilhete Único?,"Faça o cadastro do Bilhete Único pelo site da SPTrans. Após preencher o cadastro, sem deixar pendências, retire o cartão em um Posto de Atendimento da SPTrans (os Postos de Atendimento localizados nos Terminais da SPTrans funcionam, diariamente, das 06h às 22h). Apresente um documento de identidade em condições que permitam a identificação do solicitante, de preferência com menos de 10 anos de emissão, para retirar o cartão.","Como faço para adquirir um Bilhete Único?

Faça o cadastro do Bilhete Único pelo site da SPTrans. Após preencher o cadastro, sem deixar pendências, retire o cartão em um Posto de Atendimento da SPTrans (os Postos de Atendimento localizados nos Terminais da SPTrans funcionam, diariamente, das 06h às 22h). Apresente um documento de identidade em condições que permitam a identificação do solicitante, de preferência com menos de 10 anos de emissão, para retirar o cartão.",BILHETE ÚNICO,1.0,1.0,1,0.8786,1.0,,,,2.5779,1.0,0.959533
F023,faq,É permitido ter mais de um Bilhete Único?,"Não, é permitido apenas um Bilhete Único por usuário.",monoagente,1.5527,faq,faq,,2026-06-30T09:49:35.483762,2026-06-30T09:49:37.036715,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:35.483762,2026-06-30T09:49:35.483762,,,,,,,,,Posso adquirir mais de um Bilhete Único?,É permitido apenas um cartão por usuário.,"Posso adquirir mais de um Bilhete Único?

É permitido apenas um cartão por usuário.",BILHETE ÚNICO,1.0,1.0,1,1.0,1.0,,,,1.553,1.0,1.000000
F024,faq,Quanto custa a segunda via do Bilhete Único comum?,O custo para a emissão da 2ª via do Bilhete Único comum é de 7 tarifas de ônibus vigentes e deve ser paga em dinheiro.,monoagente,1.8383,faq,faq,,2026-06-30T09:49:37.036715,2026-06-30T09:49:38.875282,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:37.036715,2026-06-30T09:49:37.036715,,,,,,,,,Quanto custa a 2ª via do Bilhete Único?,O custo para a emissão da 2ª via do Bilhete Único é de 7 tarifas de ônibus vigentes e deve ser paga em dinheiro.,"Quanto custa a 2ª via do Bilhete Único?

O custo para a emissão da 2ª via do Bilhete Único é de 7 tarifas de ônibus vigentes e deve ser paga em dinheiro.",BILHETE ÚNICO,1.0,1.0,1,1.0,1.0,,,,1.8386,1.0,1.000000
F025,faq,Qual é a ordem de desconto dos créditos na catraca do Bilhete Único?,"A ordem de desconto dos créditos na catraca do Bilhete Único é a seguinte:

1. Vale-Transporte;
2. Estudante (gratuidade ou 1/2 tarifa);
3. Comum.

Se não houver saldo disponível, o usuário deve pagar o valor integral da tarifa ao operador.",monoagente,2.473,faq,faq,,2026-06-30T09:49:38.877286,2026-06-30T09:49:41.349706,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:38.877286,2026-06-30T09:49:38.877286,,,,,,,,,Qual a ordem de desconto na catraca?,"No momento do pagamento da tarifa o validador efetua os descontos na seguinte ordem:
1º - crédito do tipo Vale-Transporte;
2º - crédito do tipo Estudante (1/2 tarifa ou gratuidade); e
3º - crédito do tipo Comum (créditos de tempo e depois créditos em dinheiro).
Se todas as carteiras estiverem vazias, ou com valor inferior a 1 tarifa vigente, o usuário pagará o valor integral da tarifa em dinheiro.","Qual a ordem de desconto na catraca?

No momento do pagamento da tarifa o validador efetua os descontos na seguinte ordem:
1º - crédito do tipo Vale-Transporte;
2º - crédito do tipo Estudante (1/2 tarifa ou gratuidade); e
3º - crédito do tipo Comum (créditos de tempo e depois créditos em dinheiro).
Se todas as carteiras estiverem vazias, ou com valor inferior a 1 tarifa vigente, o usuário pagará o valor integral da tarifa em dinheiro.",BILHETE ÚNICO,1.0,1.0,1,1,0.6667,,,,2.4724,1.0,0.888900
F026,faq,Quais são as regras de uso dos créditos do tipo Comum no Bilhete Único?,"As regras de utilização para créditos do tipo Comum no Bilhete Único são as seguintes:

- **4 embarques em 3 horas**: Você pode realizar até 4 embarques nos ônibus do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, pagando apenas 1 tarifa vigente.
- **Integração com o Metrô**: É permitido 1 embarque no Sistema Estadual de Transporte Metropolitano Metroferroviário nas duas primeiras horas, e os demais embarques em ônibus diferentes, também com o pagamento de 1 tarifa integrada vigente.
- **Gratuidade aos domingos**: Nos domingos, viajar nos ônibus municipais da cidade de São Paulo é gratuito para todos os passageiros, das 0h às 23h59. Durante esse período, você pode realizar quantas viagens precisar. No entanto, não há desconto na integração com os trilhos, pois os ônibus são gratuitos. Essa gratuidade também se aplica no Natal (25/12), Ano Novo (1/1) e Aniversário de São Paulo (25/1).",monoagente,3.986,faq,faq,,2026-06-30T09:49:41.350952,2026-06-30T09:49:45.336721,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:41.350952,2026-06-30T09:49:41.350952,,,,,,,,,Quais são as regras de utilização para créditos do tipo Comum?,"• 4 embarques em 3 horas, nos ônibus do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa vigente;
• 4 embarques em 3 horas , sendo um embarque no Sistema Estadual de Transporte Metropolitano Metroferroviário, nas duas primeiras horas e os demais embarques em ônibus diferentes, do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa integrada vigente;
•  Aos domingos, viajar nos ônibus municipais da cidade de São Paulo é gratuito para todos os passageiros da 0h às 23h59. A gratuidade aos domingos permite que o passageiro realize quantas viagens precisar, da 0h às 23h59. Não há desconto na integração com os trilhos aos domingos, já que os ônibus são gratuitos. Essa gratuidade também vale no Natal (25/12), Ano Novo (1/1) e Aniversário de São Paulo (25/1).","Quais são as regras de utilização para créditos do tipo Comum?

• 4 embarques em 3 horas, nos ônibus do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa vigente;
• 4 embarques em 3 horas , sendo um embarque no Sistema Estadual de Transporte Metropolitano Metroferroviário, nas duas primeiras horas e os demais embarques em ônibus diferentes, do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa integrada vigente;
•  Aos domingos, viajar nos ônibus municipais da cidade de São Paulo é gratuito para todos os passageiros da 0h às 23h59. A gratuidade aos domingos permite que o passageiro realize quantas viagens precisar, da 0h às 23h59. Não há desconto na integração com os trilhos aos domingos, já que os ônibus são gratuitos. Essa gratuidade também vale no Natal (25/12), Ano Novo (1/1) e Aniversário de São Paulo (25/1).",BILHETE ÚNICO,1.0,1.0,1,0.9559,1.0,,,,3.9858,1.0,0.985300
F027,faq,O que significa a mensagem de bloqueio temporário no Bilhete Único?,"A mensagem de ""bloqueio temporário"" no Bilhete Único significa que a reutilização do mesmo tipo de crédito (Estudante, Professor ou Vale-Transporte) no mesmo ônibus ou nas estações de metrô/trem deve obedecer a um intervalo mínimo de 30 minutos. Se você tentar usar o cartão novamente antes desse intervalo, o validador buscará outros tipos de créditos disponíveis no cartão. Se não houver créditos diferentes, a mensagem de ""bloqueio temporário"" será exibida até que o intervalo mínimo seja respeitado.",monoagente,3.4216,faq,faq,,2026-06-30T09:49:45.337731,2026-06-30T09:49:48.760238,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:45.337731,2026-06-30T09:49:45.337731,,,,,,,,,"O que significa a mensagem de ""bloqueio temporário"" do Bilhete Único?","A reutilização do mesmo tipo de crédito (Estudante, Professor ou Vale-Transporte) no mesmo ônibus ou Estações de metrô/trem deve obedecer ao intervalo mínimo de 30 minutos. Ao tentar fazer novo uso em um intervalo inferior ao estabelecido pela SPTrans, o validador buscará outros tipos de créditos, no mesmo cartão, para cobrar a passagem. Caso não existam créditos diferentes disponíveis será exibida a mensagem ""bloqueio temporário"" até que o intervalo mínimo seja respeitado.","O que significa a mensagem de ""bloqueio temporário"" do Bilhete Único?

A reutilização do mesmo tipo de crédito (Estudante, Professor ou Vale-Transporte) no mesmo ônibus ou Estações de metrô/trem deve obedecer ao intervalo mínimo de 30 minutos. Ao tentar fazer novo uso em um intervalo inferior ao estabelecido pela SPTrans, o validador buscará outros tipos de créditos, no mesmo cartão, para cobrar a passagem. Caso não existam créditos diferentes disponíveis será exibida a mensagem ""bloqueio temporário"" até que o intervalo mínimo seja respeitado.",BILHETE ÚNICO,1.0,1.0,1,0.9226,1.0,,,,3.4225,1.0,0.974200
F028,faq,Como funciona a solicitação do Bilhete Único Comum com entrega em casa?,"Para solicitar o Bilhete Único Comum com entrega em casa, o usuário deve acessar o Site de Atendimento da SPTrans (sptrans.com.br/atendimento), clicar no serviço “Comum/VT” e selecionar a opção “Comum - Receba seu cartão em casa”. Em seguida, basta seguir as etapas indicadas para concluir o pedido.",monoagente,2.1582,faq,faq,,2026-06-30T09:49:48.761284,2026-06-30T09:49:50.919561,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:48.761284,2026-06-30T09:49:48.761284,,,,,,,,,Como funciona o serviço de solicitação do Bilhete Único Comum com entrega em casa?,"O(a) usuário(a) deve acessar o Site de Atendimento da SPTrans (sptrans.com.br/atendimento), clicar no serviço “Comum/VT” e, em seguida, selecionar a opção “Comum - Receba seu cartão em casa”. Após isso, basta seguir as etapas indicadas para concluir o pedido.","Como funciona o serviço de solicitação do Bilhete Único Comum com entrega em casa?

O(a) usuário(a) deve acessar o Site de Atendimento da SPTrans (sptrans.com.br/atendimento), clicar no serviço “Comum/VT” e, em seguida, selecionar a opção “Comum - Receba seu cartão em casa”. Após isso, basta seguir as etapas indicadas para concluir o pedido.",BILHETE ÚNICO COMUM EM CASA,1.0,1.0,1,0.92,1.0,,,,2.1583,1.0,0.973333
F029,faq,"Após o pagamento do boleto de Vale-Transporte, em quanto tempo a recarga fica disponível?","Após o pagamento do boleto de Vale-Transporte, é preciso aguardar 2 dias úteis para a liquidação financeira e disponibilização para recarga.",monoagente,1.7697,faq,faq,,2026-06-30T09:49:50.920567,2026-06-30T09:49:52.690868,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:50.920567,2026-06-30T09:49:50.920567,,,,,,,,,Minha empresa já fez o pedido do Vale-Transporte. Por que a recarga ainda não está disponível?,"Após o pagamento do boleto, é preciso aguardar 2 dias úteis para a liquidação financeira e disponibilização para recarga.","Minha empresa já fez o pedido do Vale-Transporte. Por que a recarga ainda não está disponível?

Após o pagamento do boleto, é preciso aguardar 2 dias úteis para a liquidação financeira e disponibilização para recarga.",BILHETE ÚNICO VALE-TRANSPORTE,1.0,1.0,1,0.9773,1.0,,,,1.7703,1.0,0.992433
F030,faq,"Se não conseguirem entregar o Bilhete Único Comum em Casa, onde retiro o cartão e há reembolso?","Caso a entrega do Bilhete Único Comum não seja realizada após 3 tentativas, você deverá retirar o cartão no Posto Central, que fica na Rua Boa Vista, 274 – Centro – Mezanino. 

Não haverá reembolso, pois as tentativas de entrega devem ser devidamente realizadas.",monoagente,2.3334,faq,faq,,2026-06-30T09:49:52.692871,2026-06-30T09:49:55.025918,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:49:52.692871,2026-06-30T09:49:52.692871,,,,,,,,,"Se não conseguirem fazer a entrega, onde eu pego o cartão? Recebo reembolso se não me entregarem?","Caso a empresa responsável não consiga realizar a entrega do cartão após 3 (três) tentativas, o Bilhete Único será encaminhado ao Posto Central (Rua Boa Vista, 274 – Centro – Mezanino).
Todas essas informações estarão disponíveis para o(a) usuário(a) por meio do Site de Atendimento.
Não haverá reembolso, uma vez que as tentativas de entrega tiverem sido devidamente realizadas.","Se não conseguirem fazer a entrega, onde eu pego o cartão? Recebo reembolso se não me entregarem?

Caso a empresa responsável não consiga realizar a entrega do cartão após 3 (três) tentativas, o Bilhete Único será encaminhado ao Posto Central (Rua Boa Vista, 274 – Centro – Mezanino).
Todas essas informações estarão disponíveis para o(a) usuário(a) por meio do Site de Atendimento.
Não haverá reembolso, uma vez que as tentativas de entrega tiverem sido devidamente realizadas.",BILHETE ÚNICO COMUM EM CASA,1.0,1.0,1,0.8571,1.0,,,,2.333,1.0,0.952367
