id_consulta,tipo_tarefa,pergunta,resposta,arquitetura,tempo_resposta_seg,ferramenta_esperada,ferramenta_usada,erro,timestamp_inicio,timestamp_fim,referencia_tipo,referencia_url_esperada,referencia_codigo_linha,referencia_letreiro,referencia_sentido_descricao,referencia_erro,referencia_observacao,referencia_timestamp_inicio,referencia_timestamp_fim,referencia_linha_resolvida,referencia_horarios_esperados,referencia_rota_tempo_total_min,referencia_rota_distancia_total_km,referencia_rota_qtd_baldeacoes,referencia_rota_linhas_utilizadas,referencia_rota_pontos_embarque,referencia_rota_pontos_desembarque,referencia_faq_pergunta,referencia_faq_resposta,referencia_faq_texto,referencia_faq_categoria,referencia_faq_similaridade_pergunta,referencia_faq_score,pef,acuracia,completude,delta_temporal_status_seg,delta_temporal_horarios_seg,delta_temporal_rotas_seg,delta_temporal_faq_seg,atualidade,qoi
S011,status,Onde estão os veículos da linha 857R-10 sentido 1?,Você pode acompanhar os ônibus da linha 857R-10 (sentido ACLIMAÇÃO) através do seguinte link: [Acompanhar ônibus 857R-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=ACLIMA%C3%87%C3%83O).,monoagente,2.5448,status_onibus_tool,status_onibus_tool,,2026-06-28T18:17:43.151978,2026-06-28T18:17:45.701308,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=ACLIMA%C3%87%C3%83O,1892,857R-10,ACLIMAÇÃO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:17:42.913911,2026-06-28T18:17:43.151978,,,,,,,,,,,,,,,1,1.0,1.0,2.5493,,,,1.0,1.000000
S012,status,Onde estão os veículos da linha 857R-10 sentido 2?,Você pode acompanhar os ônibus da linha 857R-10 (sentido TERM. CAMPO LIMPO) através do seguinte link: [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=TERM.%20CAMPO%20LIMPO).,monoagente,2.3833,status_onibus_tool,status_onibus_tool,,2026-06-28T18:17:45.701308,2026-06-28T18:17:48.085031,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=TERM.%20CAMPO%20LIMPO,1892,857R-10,TERM. CAMPO LIMPO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:17:45.701308,2026-06-28T18:17:45.701308,,,,,,,,,,,,,,,1,1.0,1.0,2.3837,,,,1.0,1.000000
S013,status,Mostre o Olho Vivo da linha 875C-10 sentido 1.,Aqui está o link para acompanhar os ônibus da linha 875C-10 (sentido METRÔ STA. CRUZ): [Olho Vivo](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=METR%C3%94%20STA.%20CRUZ).,monoagente,2.6352,status_onibus_tool,status_onibus_tool,,2026-06-28T18:17:48.310458,2026-06-28T18:17:50.946251,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=METR%C3%94%20STA.%20CRUZ,478,875C-10,METRÔ STA. CRUZ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:17:48.085031,2026-06-28T18:17:48.310458,,,,,,,,,,,,,,,1,1.0,1.0,2.6358,,,,1.0,1.000000
S014,status,Mostre o Olho Vivo da linha 875C-10 sentido 2.,Aqui está o link para acompanhar os ônibus da linha 875C-10 (sentido 2 - TERM. LAPA): [Olho Vivo](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=TERM.%20LAPA).,monoagente,2.4089,status_onibus_tool,status_onibus_tool,,2026-06-28T18:17:50.947247,2026-06-28T18:17:53.356350,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=TERM.%20LAPA,478,875C-10,TERM. LAPA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:17:50.947247,2026-06-28T18:17:50.947247,,,,,,,,,,,,,,,1,1.0,1.0,2.4091,,,,1.0,1.000000
S015,status,Quero ver os ônibus da linha 675K-10 sentido 1 no mapa.,Aqui está o link para acompanhar os ônibus da linha 675K-10 (sentido 1 - METRÔ STA. CRUZ) no mapa: [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=METR%C3%94%20STA.%20CRUZ).,monoagente,2.6009,status_onibus_tool,status_onibus_tool,,2026-06-28T18:17:53.561239,2026-06-28T18:17:56.162597,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=METR%C3%94%20STA.%20CRUZ,198,675K-10,METRÔ STA. CRUZ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:17:53.358257,2026-06-28T18:17:53.561239,,,,,,,,,,,,,,,1,1.0,1.0,2.6014,,,,1.0,1.000000
S016,status,Quero ver os ônibus da linha 675K-10 sentido 2 no mapa.,Aqui está o link para acompanhar os ônibus da linha 675K-10 (TERM. JD. ÂNGELA) no mapa: [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=TERM.%20JD.%20%C3%82NGELA).,monoagente,2.3387,status_onibus_tool,status_onibus_tool,,2026-06-28T18:17:56.162597,2026-06-28T18:17:58.496675,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=TERM.%20JD.%20%C3%82NGELA,198,675K-10,TERM. JD. ÂNGELA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:17:56.162597,2026-06-28T18:17:56.162597,,,,,,,,,,,,,,,1,1.0,1.0,2.3341,,,,1.0,1.000000
S017,status,Onde estão os ônibus da linha 675X-10 sentido 1?,Você pode acompanhar os ônibus da linha 675X-10 (sentido AACD-SERVIDOR) através do seguinte link: [Acompanhar ônibus 675X-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=AACD-SERVIDOR).,monoagente,2.3306,status_onibus_tool,status_onibus_tool,,2026-06-28T18:17:58.757565,2026-06-28T18:18:01.088236,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=AACD-SERVIDOR,111,675X-10,AACD-SERVIDOR,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:17:58.496675,2026-06-28T18:17:58.757565,,,,,,,,,,,,,,,1,1.0,1.0,2.3307,,,,1.0,1.000000
S018,status,Onde estão os ônibus da linha 675X-10 sentido 2?,Você pode acompanhar os ônibus da linha 675X-10 (sentido TERM. GRAJAÚ) através deste [link do Olho Vivo](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=TERM.%20GRAJA%C3%9A).,monoagente,2.2247,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:01.089236,2026-06-28T18:18:03.313295,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=TERM.%20GRAJA%C3%9A,111,675X-10,TERM. GRAJAÚ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:01.088236,2026-06-28T18:18:01.089236,,,,,,,,,,,,,,,1,1.0,1.0,2.2241,,,,1.0,1.000000
S019,status,Acompanhe a linha 669A-10 sentido 1 no Olho Vivo.,Você pode acompanhar os ônibus da linha 669A-10 (TERM. PRINC. ISABEL) no Olho Vivo através deste [link](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20PRINC.%20ISABEL).,monoagente,2.5941,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:03.585004,2026-06-28T18:18:06.179313,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20PRINC.%20ISABEL,4,669A-10,TERM. PRINC. ISABEL,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:03.314281,2026-06-28T18:18:03.585004,,,,,,,,,,,,,,,1,1.0,1.0,2.5943,,,,1.0,1.000000
S020,status,Acompanhe a linha 669A-10 sentido 2 no Olho Vivo.,Você pode acompanhar os ônibus da linha 669A-10 (sentido TERM. STO. AMARO) através deste [link do Olho Vivo](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20STO.%20AMARO).,monoagente,2.5826,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:06.180313,2026-06-28T18:18:08.763030,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20STO.%20AMARO,4,669A-10,TERM. STO. AMARO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:06.180313,2026-06-28T18:18:06.180313,,,,,,,,,,,,,,,1,1.0,1.0,2.5827,,,,1.0,1.000000
S021,status,Me envie o link do mapa da linha 637A-10 sentido 1.,Aqui está o link para acompanhar os ônibus da linha 637A-10 (TERM. PINHEIROS): [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20PINHEIROS).,monoagente,2.3605,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:09.004920,2026-06-28T18:18:11.365212,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20PINHEIROS,185,637A-10,TERM. PINHEIROS,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:08.764340,2026-06-28T18:18:09.004920,,,,,,,,,,,,,,,1,1.0,1.0,2.3603,,,,1.0,1.000000
S022,status,Me envie o link do mapa da linha 637A-10 sentido 2.,Aqui está o link para acompanhar os ônibus da linha 637A-10 (TERM. JD. ÂNGELA): [Mapa da linha 637A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20JD.%20%C3%82NGELA).,monoagente,2.6984,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:11.366208,2026-06-28T18:18:14.064817,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20JD.%20%C3%82NGELA,185,637A-10,TERM. JD. ÂNGELA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:11.366208,2026-06-28T18:18:11.366208,,,,,,,,,,,,,,,1,1.0,1.0,2.6986,,,,1.0,1.000000
S023,status,Onde estão os ônibus da linha 637G-10 sentido 1?,Você pode acompanhar os ônibus da linha 637G-10 (sentido Pinheiros) através do seguinte link: [Acompanhar ônibus 637G-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=PINHEIROS).,monoagente,2.463,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:14.303382,2026-06-28T18:18:16.766462,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=PINHEIROS,101,637G-10,PINHEIROS,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:14.065816,2026-06-28T18:18:14.303382,,,,,,,,,,,,,,,1,1.0,1.0,2.4631,,,,1.0,1.000000
S024,status,Onde estão os ônibus da linha 637G-10 sentido 2?,Você pode acompanhar os ônibus da linha 637G-10 (GRAJAÚ) pelo seguinte link: [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=GRAJA%C3%9A).,monoagente,3.221,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:16.767454,2026-06-28T18:18:19.987938,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=GRAJA%C3%9A,101,637G-10,GRAJAÚ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:16.766462,2026-06-28T18:18:16.766462,,,,,,,,,,,,,,,1,1.0,1.0,3.2215,,,,1.0,1.000000
S025,status,Mostre a localização da linha 6450-10 sentido 1.,Aqui está o link para acompanhar os ônibus da linha 6450-10 (TERM. BANDEIRA): [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20BANDEIRA).,monoagente,2.3659,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:20.262187,2026-06-28T18:18:22.627372,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20BANDEIRA,59,6450-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:19.988860,2026-06-28T18:18:20.262187,,,,,,,,,,,,,,,1,1.0,1.0,2.3652,,,,1.0,1.000000
S026,status,Mostre a localização da linha 6450-10 sentido 2.,Aqui está o link para acompanhar os ônibus da linha 6450-10 (TERM. CAPELINHA) no sentido 2: [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20CAPELINHA).,monoagente,2.2205,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:22.628372,2026-06-28T18:18:24.849710,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20CAPELINHA,59,6450-10,TERM. CAPELINHA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:22.628372,2026-06-28T18:18:22.628372,,,,,,,,,,,,,,,1,1.0,1.0,2.2213,,,,1.0,1.000000
S027,status,Quero acompanhar a linha 6451-10 sentido 1.,Aqui está o link para acompanhar os ônibus da linha 6451-10 (TERM. BANDEIRA): [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20BANDEIRA).,monoagente,2.5628,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:25.175990,2026-06-28T18:18:27.738495,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20BANDEIRA,61,6451-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:24.849710,2026-06-28T18:18:25.175990,,,,,,,,,,,,,,,1,1.0,1.0,2.5625,,,,1.0,1.000000
S028,status,Quero acompanhar a linha 6451-10 sentido 2.,Aqui está o link para acompanhar os ônibus da linha 6451-10 (TERM. CAPELINHA): [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20CAPELINHA).,monoagente,2.1293,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:27.738495,2026-06-28T18:18:29.868313,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20CAPELINHA,61,6451-10,TERM. CAPELINHA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:27.738495,2026-06-28T18:18:27.738495,,,,,,,,,,,,,,,1,1.0,1.0,2.1298,,,,1.0,1.000000
S029,status,Onde vejo os ônibus da linha 6500-10 sentido 1?,Você pode acompanhar os ônibus da linha 6500-10 (TERM. BANDEIRA) através deste [link](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20BANDEIRA).,monoagente,2.6729,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:30.156782,2026-06-28T18:18:32.829862,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20BANDEIRA,46,6500-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:29.869315,2026-06-28T18:18:30.156782,,,,,,,,,,,,,,,1,1.0,1.0,2.6731,,,,1.0,1.000000
S030,status,Onde vejo os ônibus da linha 6500-10 sentido 2?,Você pode acompanhar os ônibus da linha 6500-10 (TERM. STO. AMARO) através deste [link](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20STO.%20AMARO).,monoagente,1.9254,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:32.830865,2026-06-28T18:18:34.756296,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20STO.%20AMARO,46,6500-10,TERM. STO. AMARO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:32.830865,2026-06-28T18:18:32.830865,,,,,,,,,,,,,,,1,1.0,1.0,1.9254,,,,1.0,1.000000
S031,status,Mostre o status da linha 6505-10 sentido 1.,Aqui está o link para acompanhar os ônibus da linha 6505-10 (TERM. BANDEIRA): [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20BANDEIRA).,monoagente,4.4586,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:35.008217,2026-06-28T18:18:39.466940,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20BANDEIRA,1450,6505-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:34.757296,2026-06-28T18:18:35.008217,,,,,,,,,,,,,,,1,1.0,1.0,4.4587,,,,1.0,1.000000
S032,status,Mostre o status da linha 6505-10 sentido 2.,Aqui está o link para acompanhar os ônibus da linha 6505-10 (TERM. GUARAPIRANGA): [Acompanhar ônibus](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20GUARAPIRANGA).,monoagente,2.6848,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:39.466940,2026-06-28T18:18:42.152423,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20GUARAPIRANGA,1450,6505-10,TERM. GUARAPIRANGA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:39.466940,2026-06-28T18:18:39.466940,,,,,,,,,,,,,,,1,1.0,1.0,2.6855,,,,1.0,1.000000
